EXPERIMENT: Exp1-4KNN (nodeList: input/real_input/dblp_yoj_2000_nodelist.txt, edgelist: input/real_input/dblp_yoj_2000_edgelist.txt)
alpha1,alpha2,correlation,p-value,vectorFile
0.2,0.7,0.0026225171953006415,0.9399370114664152,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.7_.txt
0.1,0.6,-0.009346908181743002,0.7882708129421679,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.6_.txt
0.95,0.8,-0.03253379744939846,0.3497919518289398,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.8_.txt
0.3,0.05,-0.009269960835178524,0.7899729238456817,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.05_.txt
0.8,0.5,-0.02505668916787606,0.4715066636769815,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.5_.txt
0.05,0.4,-0.016263188464510223,0.6402873999199924,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.4_.txt
0.8,0.8,-0.019511773998850103,0.5750318855259738,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.8_.txt
0.1,0.95,0.008875131062657832,0.7987223162008582,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.95_.txt
0.5,0.5,-0.0171278424640137,0.6226168264318517,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.5_.txt
0.1,0.5,-0.00867535968931623,0.8031589375716771,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.5_.txt
0.4,0.9,-0.019042132938609065,0.5842694982974561,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.9_.txt
0.8,0.2,-0.031220928818582117,0.3695890393908658,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.2_.txt
0.3,0.2,-0.01650413093492569,0.6353422905995585,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.2_.txt
0.6,0.9,-0.014449470048195062,0.6780124156267272,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.9_.txt
0.95,0.6,-0.042176808851726776,0.22538101472154667,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.6_.txt
0.5,0.6,-0.02140151649951229,0.5385755233290639,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.6_.txt
0.5,0.7,-0.02726981264032017,0.43324617798112547,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.7_.txt
0.5,0.05,-0.015608428156756593,0.6538059792732355,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.05_.txt
0.1,0.7,-0.013316790771578536,0.7019951720533657,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.7_.txt
0.95,0.05,-0.028018536501490617,0.42071975499321096,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.05_.txt
0.8,0.4,-0.02423171299326269,0.4862308605012977,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.4_.txt
0.2,0.8,0.004979308297144661,0.8862396560223369,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.8_.txt
0.4,0.8,-0.017003013356649666,0.6251548599928366,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.8_.txt
0.7,0.5,-0.02204281429090065,0.5264721491389636,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.5_.txt
0.05,0.05,-0.06181281383629471,0.07545706475802882,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.05_.txt
0.95,0.2,-0.03139394954447109,0.3669409534835334,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.2_.txt
0.05,0.9,-0.022266798594591988,0.5222777538032102,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.9_.txt
0.2,0.3,0.003958393719215473,0.9094509521593975,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.3_.txt
0.9,0.9,-0.019649195848323257,0.5723419590874355,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.9_.txt
0.2,0.95,-0.0005801969806835776,0.9866999269184442,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.95_.txt
0.6,0.8,-0.019891819309831173,0.5676074110276043,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.8_.txt
0.8,0.95,-0.013469143521622689,0.6987513955021953,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.95_.txt
0.9,0.05,-0.030852232059725086,0.37527138102562996,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.05_.txt
0.2,0.5,0.0022527292613419283,0.9483934236808169,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.5_.txt
0.3,0.95,-0.014945036009403324,0.6676193772158002,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.95_.txt
0.4,0.7,-0.013927105066513188,0.6890340463775151,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.7_.txt
0.8,0.3,-0.027127713025506456,0.43564763825650443,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.3_.txt
0.2,0.05,-0.0024199126153449137,0.9445694526878095,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.05_.txt
0.5,0.2,-0.017580533737656053,0.6134503465960417,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.2_.txt
0.4,0.05,-0.009593131579615537,0.7828310522689708,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.05_.txt
0.9,0.6,-0.02303367846313578,0.5080478931812968,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.6_.txt
0.9,0.2,-0.02850941197198262,0.4126236986655092,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.2_.txt
0.7,0.8,-0.02234809212252044,0.520759678897549,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.8_.txt
0.7,0.1,-0.031864779134110816,0.35979486613715284,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.1_.txt
0.6,0.6,-0.02496411143891044,0.47314667250770776,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.6_.txt
0.95,0.7,-0.029463809148879173,0.39714908724568987,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.7_.txt
0.5,0.4,-0.017980483605398292,0.6054016490104303,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.4_.txt
0.9,0.1,-0.026749641803092278,0.44207416949044087,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.1_.txt
0.4,0.1,-0.01100830871347424,0.7517785995522711,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.1_.txt
0.5,0.8,-0.01847747201530977,0.595466488019352,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.8_.txt
0.95,0.3,-0.02821735580571485,0.4174294502386576,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.3_.txt
0.7,0.7,-0.02239053352656252,0.5199680307481402,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.7_.txt
0.6,0.3,-0.02206379791813782,0.5260784757536779,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.3_.txt
0.2,0.6,0.00262492104980782,0.9398820605320369,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.6_.txt
0.8,0.1,-0.03021746445523747,0.38517980520433165,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.1_.txt
0.7,0.2,-0.025187493511610343,0.4691948158108552,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.2_.txt
0.3,0.9,-0.012009443815774144,0.7300477605672292,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.9_.txt
0.95,0.5,-0.036568339845789485,0.2932514853458907,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.5_.txt
0.7,0.6,-0.02199111233093269,0.527442769054835,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.6_.txt
0.4,0.2,-0.012266817849968168,0.7244951380896341,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.2_.txt
0.2,0.2,0.00044719636535186374,0.9897485575575397,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.2_.txt
0.05,0.7,-0.00568630115720542,0.870221305966213,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.7_.txt
0.95,0.95,-0.0229356837589973,0.5098548535076874,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.95_.txt
0.7,0.95,-0.014348137571123031,0.680145198796013,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.95_.txt
0.7,0.4,-0.024245018666786005,0.48599142754849456,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.4_.txt
0.05,0.1,-0.023249810382353672,0.5040744443864555,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.1_.txt
0.1,0.3,-0.016808395805948124,0.6291206927016768,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.3_.txt
