EXPERIMENT: Exp1-4KNN (nodeList: input/real_input/dblp_yoj_2000_nodelist.txt, edgelist: input/real_input/dblp_yoj_2000_edgelist.txt)
alpha1,alpha2,mean,std,vectorFile
0.9,0.95,-34.48795104187116,2.455625162928215,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.95_.txt
0.05,0.95,-34.3939620098614,2.299072103841235,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.95_.txt
0.3,0.4,-34.09898926698817,2.4265454521859433,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.4_.txt
0.7,0.3,-34.88532901773716,2.3329262333748537,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.3_.txt
0.9,0.8,-34.66297540883479,2.4395185984025876,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.8_.txt
0.3,0.3,-34.36060179975926,2.401723620185001,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.3_.txt
0.1,0.8,-34.37413810460885,2.3230256834157723,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.8_.txt
0.6,0.1,-34.95475514097261,2.3565073035432667,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.1_.txt
0.6,0.95,-34.11353133696532,2.3381703213678637,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.95_.txt
0.3,0.7,-33.62449063315683,2.4110215475615218,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.7_.txt
0.6,0.7,-34.23934728490508,2.3334696901418486,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.7_.txt
0.5,0.9,-33.93787706606568,2.3140605067380795,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.9_.txt
0.7,0.05,-34.8498742976592,2.363520423424065,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.05_.txt
0.6,0.2,-34.88981582377325,2.3537040577948782,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.2_.txt
0.5,0.1,-34.872902318766606,2.381644729670215,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.1_.txt
0.4,0.5,-33.95155946526914,2.367326946186739,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.5_.txt
0.8,0.9,-34.3211391858163,2.425883318938195,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.9_.txt
0.4,0.6,-33.76944867410343,2.3317293389032625,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.6_.txt
0.2,0.1,-35.02397771306946,2.342324856570193,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.1_.txt
0.4,0.4,-34.135711159262016,2.404478894775679,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.4_.txt
0.1,0.9,-34.30187708821525,2.3137096711886027,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.9_.txt
0.3,0.1,-34.80742162077095,2.364203849590448,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.1_.txt
0.2,0.4,-34.60337644618919,2.360657354923762,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.4_.txt
0.1,0.4,-34.876154447434416,2.340028057896148,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.4_.txt
0.4,0.95,-33.76210267429909,2.3001746848399534,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.95_.txt
0.3,0.6,-33.71715274609808,2.4171800771048098,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.6_.txt
0.05,0.6,-34.689029710886075,2.3299159499104896,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.6_.txt
0.6,0.5,-34.494091160128235,2.3570407269044784,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.5_.txt
0.6,0.4,-34.628226463944785,2.37012106001258,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.4_.txt
0.95,0.1,-34.994425659451956,2.3231260667597065,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.1_.txt
0.3,0.5,-33.88354163871915,2.431962184380063,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.5_.txt
0.05,0.3,-35.050653805622986,2.3320665526599553,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.3_.txt
0.8,0.05,-34.836960478305684,2.3325878181301047,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.05_.txt
0.9,0.7,-34.795048012931986,2.387354749237689,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.7_.txt
0.7,0.9,-34.20851644734956,2.412942304368003,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.9_.txt
0.9,0.4,-34.964908947551514,2.3781120846499166,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.4_.txt
0.4,0.3,-34.26005285652536,2.4317922758672608,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.3_.txt
0.05,0.8,-34.48412824481427,2.315157512110329,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.8_.txt
0.3,0.8,-33.58957234389429,2.398103018327107,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.8_.txt
0.2,0.9,-33.908284989461336,2.3915173944665837,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.9_.txt
0.9,0.3,-34.94302673625389,2.3783740870600503,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.3_.txt
0.5,0.95,-33.92870479285233,2.3249134378371785,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.95_.txt
0.2,0.7,-34.095986148757774,2.3821238116104015,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.7_.txt
0.1,0.6,-34.59120515778212,2.3312970540411575,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.6_.txt
0.95,0.8,-34.77875926378025,2.4083479637930854,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.8_.txt
0.3,0.05,-34.873200608808794,2.3562725845533996,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.05_.txt
0.8,0.5,-34.81387869105365,2.354889426705301,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.5_.txt
0.05,0.4,-34.944586115716916,2.333671189492517,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.4_.txt
0.8,0.8,-34.47066508958257,2.4226174688268167,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.8_.txt
0.1,0.95,-34.27317048296559,2.3109736904574936,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.95_.txt
0.5,0.5,-34.31408456842502,2.3549733380513374,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.5_.txt
0.1,0.5,-34.734932281814565,2.3375470855701055,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.5_.txt
0.4,0.9,-33.73387615493384,2.308831465987624,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.9_.txt
0.8,0.2,-34.87773491267168,2.3568502224056562,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.2_.txt
0.3,0.2,-34.609317468215444,2.3780149665174637,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.2_.txt
0.6,0.9,-34.11771738427859,2.354961108914722,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.9_.txt
0.95,0.6,-34.94675578792125,2.35601116167031,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.6_.txt
0.5,0.6,-34.14193387943668,2.3262223495229226,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.6_.txt
0.5,0.7,-34.0713473490755,2.299553351022225,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.7_.txt
0.5,0.05,-34.87704733855218,2.3757257592568974,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.05_.txt
0.1,0.7,-34.47200658689153,2.328897214681533,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.7_.txt
0.95,0.05,-34.995068741784074,2.319909340116452,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.05_.txt
0.8,0.4,-34.89387572782083,2.345461518727495,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.4_.txt
0.2,0.8,-33.979537234921885,2.3893280735479463,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.8_.txt
0.4,0.8,-33.717892013759425,2.3161108816148235,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.8_.txt
0.7,0.5,-34.5818209823742,2.383944436859164,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.5_.txt
0.05,0.05,-35.15655569392015,2.3352657993881136,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.05_.txt
0.95,0.2,-34.99496940941792,2.3153824412976354,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.2_.txt
0.05,0.9,-34.41940449105694,2.304503267016775,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.9_.txt
0.2,0.3,-34.79201840954512,2.3554752964069796,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.3_.txt
0.9,0.9,-34.608171501281355,2.444946098439888,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.9_.txt
0.2,0.95,-33.877875086075235,2.3931081131083,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.95_.txt
0.6,0.8,-34.16553498493927,2.342368644251921,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.8_.txt
0.8,0.95,-34.247834114262396,2.4910025263285807,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.95_.txt
0.9,0.05,-34.91794147394859,2.3514832606916576,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.05_.txt
0.2,0.5,-34.403479437097914,2.3700497753251644,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.5_.txt
0.3,0.95,-33.59907372366049,2.3753503674512078,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.95_.txt
0.4,0.7,-33.745474412277105,2.3255057761459152,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.7_.txt
0.8,0.3,-34.931318003765035,2.3420327389207403,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.3_.txt
0.2,0.05,-35.046696575087154,2.341904111249959,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.05_.txt
0.5,0.2,-34.77755814219326,2.411118335355411,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.2_.txt
0.4,0.05,-34.668162675833436,2.369368310953268,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.05_.txt
0.9,0.6,-34.85521285415086,2.389317542624236,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.6_.txt
0.9,0.2,-34.90621691779866,2.3666139942219435,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.2_.txt
0.7,0.8,-34.27179465746719,2.3837636022816855,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.8_.txt
0.7,0.1,-34.873222053905586,2.357530928779298,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.1_.txt
0.6,0.6,-34.33953676379739,2.341312071446794,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.6_.txt
0.95,0.7,-34.85376393743943,2.416202570156917,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.7_.txt
0.5,0.4,-34.48993982057675,2.362127122587612,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.4_.txt
0.9,0.1,-34.90939666787,2.3632015075488577,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.1_.txt
0.4,0.1,-34.5786350894227,2.3984461745181114,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.1_.txt
0.5,0.8,-33.97133370093309,2.306118599228592,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.8_.txt
0.95,0.3,-34.9875838236876,2.321484453427785,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.3_.txt
0.7,0.7,-34.3584228188082,2.3841040443050954,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.7_.txt
0.6,0.3,-34.80311735257395,2.367706930894941,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.3_.txt
0.2,0.6,-34.24086035434501,2.375678692903555,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.6_.txt
0.8,0.1,-34.851499776154014,2.3277739361258836,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.1_.txt
0.7,0.2,-34.89842707708649,2.3617189410550865,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.2_.txt
0.3,0.9,-33.586688139522,2.3844917070227583,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.9_.txt
0.95,0.5,-35.02309317318723,2.322557968617179,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.5_.txt
0.7,0.6,-34.45984856665915,2.387575943894861,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.6_.txt
0.4,0.2,-34.3839399475911,2.4597605156111886,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.2_.txt
0.2,0.2,-34.94211305626301,2.34648573236186,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.2_.txt
0.05,0.7,-34.576060067185665,2.3204232541777836,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.7_.txt
0.95,0.95,-34.69384884615862,2.4539328147244572,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.95_.txt
0.7,0.95,-34.22693611269999,2.405782981322537,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.95_.txt
0.7,0.4,-34.77219230024026,2.3510925970451453,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.4_.txt
0.05,0.1,-35.14993836040346,2.334617911732662,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.1_.txt
0.1,0.3,-34.996341595171145,2.3353694420245095,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.3_.txt
