EXPERIMENT: Exp1-4KNNK15
alpha1,alpha2,accuracy,std,vectorFile
0.1,0.8,-31.643447161306653,1.4817414388264603,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.8_.txt
0.6,0.1,-33.1962520304922,2.1819658699566085,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.1_.txt
0.6,0.95,-33.04345109572871,1.627710718208318,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.95_.txt
0.3,0.7,-30.796355312537617,1.8373252395979611,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.7_.txt
0.6,0.7,-32.774256185245285,1.6509839386003773,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.7_.txt
0.5,0.9,-32.43102696282982,1.7861785022409813,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.9_.txt
0.7,0.05,-33.43302088529729,1.8999461209497985,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.05_.txt
0.6,0.2,-33.229000790550984,1.6299271966580422,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.2_.txt
0.5,0.1,-32.78918527248121,1.7413479997187067,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.1_.txt
0.4,0.5,-31.6464406805174,1.9607287628217345,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.5_.txt
0.8,0.9,-33.03213106187333,1.4702027225269025,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.9_.txt
0.4,0.6,-31.24333139371795,1.6539436351497367,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.6_.txt
0.2,0.1,-31.41620167193069,2.1963888130945466,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.1_.txt
0.4,0.4,-31.39837371215283,1.9902188235257776,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.4_.txt
0.1,0.9,-31.450820344407852,1.543499855003203,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.9_.txt
0.3,0.1,-31.726765916280055,2.329172295257218,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.1_.txt
0.2,0.4,-31.485332226881816,1.7433899414222938,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.4_.txt
0.1,0.4,-31.26109634821658,1.8272145824962471,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.4_.txt
0.4,0.95,-32.274319916621664,2.376190793962499,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.95_.txt
0.3,0.6,-30.838751452022553,1.8108079960825367,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.6_.txt
0.05,0.6,-31.57826146484308,1.6879559761789216,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.6_.txt
0.6,0.5,-32.72724731479594,1.5114687684606547,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.5_.txt
0.6,0.4,-33.027683001118604,1.7918377986889291,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.4_.txt
0.95,0.1,-33.64787899401508,2.0623108948261097,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.1_.txt
0.3,0.5,-30.73902710163755,1.5577127524773768,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.5_.txt
0.05,0.3,-31.742997914392088,1.4562737038127402,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.3_.txt
0.8,0.05,-33.40555776454625,1.9849381853979193,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.05_.txt
0.9,0.7,-33.54484841666276,1.922182114824375,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.7_.txt
0.7,0.9,-32.780001765556605,1.7262799690881143,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.9_.txt
0.9,0.4,-33.32786987559385,1.8413048258552345,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.4_.txt
0.4,0.3,-31.454331739830387,1.9848639284720577,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.3_.txt
0.05,0.8,-33.902414793535435,2.001629559750648,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.8_.txt
0.3,0.8,-31.18261799977074,1.7756037314186501,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.8_.txt
0.2,0.9,-31.203499354114275,1.40324195589803,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.9_.txt
0.9,0.3,-33.85511860751907,1.7287407471629541,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.3_.txt
0.5,0.95,-32.597696661708426,1.7721321101917293,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.95_.txt
0.2,0.7,-31.17524133021945,1.7334466831475432,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.7_.txt
0.1,0.6,-31.12503222672454,2.258026449249743,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.6_.txt
0.95,0.8,-33.36552108491972,2.483850371904439,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.8_.txt
0.3,0.05,-32.42810333200789,2.669395406213003,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.05_.txt
0.8,0.5,-33.642424009250014,1.8800831609209483,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.5_.txt
0.05,0.4,-31.57061070043982,1.5853046412715077,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.4_.txt
0.8,0.8,-33.59395900347107,1.9093398865006366,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.8_.txt
0.1,0.95,-32.03837372415765,1.367435481524653,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.95_.txt
0.5,0.5,-32.62134634342695,1.6006789162519943,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.5_.txt
0.1,0.5,-33.310677675247504,1.7618878857465932,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.5_.txt
0.4,0.9,-32.185388635612604,2.0457514383104556,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.9_.txt
0.8,0.2,-33.56399126311929,1.941780223292763,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.2_.txt
0.3,0.2,-31.09834025480447,2.18406889447982,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.2_.txt
0.6,0.9,-32.941234684967064,1.9919270042712405,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.9_.txt
0.95,0.6,-33.52682654058152,2.1087816779414665,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.6_.txt
0.5,0.6,-32.61923452935899,1.7782886591350398,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.6_.txt
0.5,0.7,-32.27477923781491,1.750688529792511,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.7_.txt
0.5,0.05,-32.58888115258605,2.2130637091820287,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.05_.txt
0.1,0.7,-31.740904684915044,1.3566232286218056,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.7_.txt
0.95,0.05,-33.48960052213611,1.8379390952713093,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.05_.txt
0.8,0.4,-33.43848651061154,1.7213066956755236,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.4_.txt
0.2,0.8,-30.886909885500348,1.4267093891656688,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.8_.txt
0.4,0.8,-31.82435843681061,1.5915165020857587,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.8_.txt
0.7,0.5,-33.01630780407082,1.854814907032334,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.5_.txt
0.05,0.05,-31.561361985378586,2.1120846597719307,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.05_.txt
0.95,0.2,-33.48361101151912,2.1059456435122503,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.2_.txt
0.05,0.9,-32.06950495542277,1.4190496465911195,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.9_.txt
0.2,0.3,-30.82694310588393,1.7806221590805953,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.3_.txt
0.9,0.9,-33.409306157406576,1.8599558883549363,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.9_.txt
0.2,0.95,-31.286027890354017,1.5580989988154204,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.95_.txt
0.6,0.8,-32.465405354676975,1.7202019854019301,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.8_.txt
0.8,0.95,-32.97074082549063,1.1446582067749227,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.95_.txt
0.9,0.05,-33.553194495054775,1.8837310699852015,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.05_.txt
0.2,0.5,-30.91802889871256,1.720360410584549,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.5_.txt
0.3,0.95,-31.439963535886925,1.9383205116706228,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.95_.txt
0.4,0.7,-31.760402809202077,1.720805100702372,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.7_.txt
0.8,0.3,-33.16832785593674,1.83647202191051,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.3_.txt
0.2,0.05,-33.94272071634474,2.0356623816893653,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.05_.txt
0.5,0.2,-33.11299269271582,1.548727811842419,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.2_.txt
0.4,0.05,-32.3364280563894,2.2455992094703343,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.05_.txt
0.9,0.6,-33.50248313334352,2.174426820071711,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.6_.txt
0.9,0.2,-33.75533385986394,1.8433963390977444,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.2_.txt
0.7,0.8,-32.792969663332215,1.8376571808660436,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.8_.txt
0.7,0.1,-33.49737273802888,1.960709680328374,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.1_.txt
0.6,0.6,-32.770824562761234,1.8169291507468226,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.6_.txt
0.95,0.7,-33.50367802950327,2.1516830967085356,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.7_.txt
0.5,0.4,-32.620359461440856,1.5482647388005017,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.4_.txt
0.9,0.1,-33.61743404137528,1.749464688878822,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.9_0.1_.txt
0.4,0.1,-32.33887936911802,2.0636015166415156,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.1_.txt
0.5,0.8,-32.004126767735755,1.5574454039253964,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.5_0.8_.txt
0.95,0.3,-33.2344661470297,1.7440970236985671,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.3_.txt
0.7,0.7,-33.3040685708288,2.1447709082469357,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.7_.txt
0.6,0.3,-32.70041640919715,1.8035136115263461,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.6_0.3_.txt
0.2,0.6,-30.935211525041893,1.7089712805250632,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.6_.txt
0.8,0.1,-33.577948425808685,2.152714904180753,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.8_0.1_.txt
0.7,0.2,-33.40283498164359,2.3229492493311796,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.2_.txt
0.3,0.9,-31.512315716888548,2.0921964263169017,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.3_0.9_.txt
0.95,0.5,-33.57639435590261,1.650834479857228,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.5_.txt
0.7,0.6,-32.80276123529479,1.7913970316130383,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.6_.txt
0.4,0.2,-31.98926683513374,1.9355160872644481,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.4_0.2_.txt
0.2,0.2,-30.862177789741914,2.2216142875685976,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.2_0.2_.txt
0.05,0.7,-31.64650989145224,1.8312904131495544,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.7_.txt
0.95,0.95,-33.453167787242045,2.492726534603786,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.95_0.95_.txt
0.7,0.95,-32.94324556273842,1.5611116932726867,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.95_.txt
0.7,0.4,-32.933494519864226,2.034969689155116,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.7_0.4_.txt
0.05,0.1,-32.903053924229695,2.2259029204392595,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.05_0.1_.txt
0.1,0.3,-31.19583968717758,1.755584901531706,/home/dataquacs/zachbroadman/results/Exp1-4/vectors/vectorsExp1-4_0.1_0.3_.txt
