EXPERIMENT: Exp1-4(nodeList: input/real_input/dblp_yoj_2000_nodelist.txt, edgelist: input/real_input/dblp_yoj_2000_edgelist.txt)
alpha1,alpha2,correlation,p-value,vectorFile
0.3,0.3,-0.018572504707202047,0.593575203229993,output_files/vectors/vectorsExp1-4_0.3_0.3.txt
0.3,0.4,-0.013599394777076564,0.6959825309987038,output_files/vectors/vectorsExp1-4_0.3_0.4.txt
0.3,0.5,-0.015284369739770758,0.6605392274733441,output_files/vectors/vectorsExp1-4_0.3_0.5.txt
0.3,0.6,-0.007618477716367615,0.8267329246266116,output_files/vectors/vectorsExp1-4_0.3_0.6.txt
0.3,0.7,-0.011479994420869393,0.7415144079604973,output_files/vectors/vectorsExp1-4_0.3_0.7.txt
0.3,0.8,-0.013717146092551397,0.6934828640493487,output_files/vectors/vectorsExp1-4_0.3_0.8.txt
0.3,0.9,-0.012009443815774144,0.7300477605672292,output_files/vectors/vectorsExp1-4_0.3_0.9.txt
0.3,0.95,-0.014945036009403324,0.6676193772158002,output_files/vectors/vectorsExp1-4_0.3_0.95.txt
0.4,0.05,-0.009593131579615537,0.7828310522689708,output_files/vectors/vectorsExp1-4_0.4_0.05.txt
0.4,0.1,-0.01100830871347424,0.7517785995522711,output_files/vectors/vectorsExp1-4_0.4_0.1.txt
0.4,0.2,-0.012266817849968168,0.7244951380896341,output_files/vectors/vectorsExp1-4_0.4_0.2.txt
0.4,0.3,-0.014190549932582702,0.6834670809636763,output_files/vectors/vectorsExp1-4_0.4_0.3.txt
0.4,0.4,-0.012659910085166644,0.7160424494761936,output_files/vectors/vectorsExp1-4_0.4_0.4.txt
0.4,0.5,-0.012985922105968252,0.7090583949719239,output_files/vectors/vectorsExp1-4_0.4_0.5.txt
0.4,0.6,-0.017440746416719503,0.6162745373736833,output_files/vectors/vectorsExp1-4_0.4_0.6.txt
0.4,0.7,-0.013927105066513188,0.6890340463775151,output_files/vectors/vectorsExp1-4_0.4_0.7.txt
0.4,0.8,-0.017003013356649666,0.6251548599928366,output_files/vectors/vectorsExp1-4_0.4_0.8.txt
0.4,0.9,-0.019042132938609065,0.5842694982974561,output_files/vectors/vectorsExp1-4_0.4_0.9.txt
0.4,0.95,-0.017031055429066626,0.6245843188385369,output_files/vectors/vectorsExp1-4_0.4_0.95.txt
0.5,0.05,-0.015608428156756593,0.6538059792732355,output_files/vectors/vectorsExp1-4_0.5_0.05.txt
0.5,0.1,-0.01713432009407822,0.622485244584578,output_files/vectors/vectorsExp1-4_0.5_0.1.txt
0.5,0.2,-0.017580533737656053,0.6134503465960417,output_files/vectors/vectorsExp1-4_0.5_0.2.txt
0.5,0.3,-0.0187866512608941,0.5893234784965847,output_files/vectors/vectorsExp1-4_0.5_0.3.txt
0.5,0.4,-0.017980483605398292,0.6054016490104303,output_files/vectors/vectorsExp1-4_0.5_0.4.txt
0.5,0.5,-0.0171278424640137,0.6226168264318517,output_files/vectors/vectorsExp1-4_0.5_0.5.txt
0.5,0.6,-0.02140151649951229,0.5385755233290639,output_files/vectors/vectorsExp1-4_0.5_0.6.txt
0.5,0.7,-0.02726981264032017,0.43324617798112547,output_files/vectors/vectorsExp1-4_0.5_0.7.txt
0.5,0.8,-0.01847747201530977,0.595466488019352,output_files/vectors/vectorsExp1-4_0.5_0.8.txt
0.5,0.9,-0.016341248402052533,0.6386835350514717,output_files/vectors/vectorsExp1-4_0.5_0.9.txt
0.5,0.95,-0.01664444558301624,0.6324699130244381,output_files/vectors/vectorsExp1-4_0.5_0.95.txt
0.6,0.05,-0.021289441425807912,0.5407049539905179,output_files/vectors/vectorsExp1-4_0.6_0.05.txt
0.6,0.1,-0.02559135638065107,0.46209654948760126,output_files/vectors/vectorsExp1-4_0.6_0.1.txt
0.6,0.2,-0.022899081440151303,0.5105306372039939,output_files/vectors/vectorsExp1-4_0.6_0.2.txt
0.6,0.3,-0.02206379791813782,0.5260784757536779,output_files/vectors/vectorsExp1-4_0.6_0.3.txt
0.6,0.4,-0.02582857621311185,0.4579552423874061,output_files/vectors/vectorsExp1-4_0.6_0.4.txt
0.6,0.5,-0.022492333118035238,0.5180717184171372,output_files/vectors/vectorsExp1-4_0.6_0.5.txt
0.6,0.6,-0.02496411143891044,0.47314667250770776,output_files/vectors/vectorsExp1-4_0.6_0.6.txt
0.6,0.7,-0.022227388519883262,0.5230145135721709,output_files/vectors/vectorsExp1-4_0.6_0.7.txt
0.6,0.8,-0.019891819309831173,0.5676074110276043,output_files/vectors/vectorsExp1-4_0.6_0.8.txt
0.6,0.9,-0.014449470048195062,0.6780124156267272,output_files/vectors/vectorsExp1-4_0.6_0.9.txt
0.6,0.95,-0.012158378509213679,0.7268328796249625,output_files/vectors/vectorsExp1-4_0.6_0.95.txt
0.7,0.05,-0.032457410433198136,0.3509250704311322,output_files/vectors/vectorsExp1-4_0.7_0.05.txt
0.7,0.1,-0.031864779134110816,0.35979486613715284,output_files/vectors/vectorsExp1-4_0.7_0.1.txt
0.7,0.2,-0.025187493511610343,0.4691948158108552,output_files/vectors/vectorsExp1-4_0.7_0.2.txt
0.7,0.3,-0.02259125656768311,0.5162324085883052,output_files/vectors/vectorsExp1-4_0.7_0.3.txt
0.7,0.4,-0.024245018666786005,0.48599142754849456,output_files/vectors/vectorsExp1-4_0.7_0.4.txt
0.7,0.5,-0.02204281429090065,0.5264721491389636,output_files/vectors/vectorsExp1-4_0.7_0.5.txt
0.7,0.6,-0.02199111233093269,0.527442769054835,output_files/vectors/vectorsExp1-4_0.7_0.6.txt
0.7,0.7,-0.02239053352656252,0.5199680307481402,output_files/vectors/vectorsExp1-4_0.7_0.7.txt
0.7,0.8,-0.02234809212252044,0.520759678897549,output_files/vectors/vectorsExp1-4_0.7_0.8.txt
0.7,0.9,-0.01703506661232885,0.624502726062195,output_files/vectors/vectorsExp1-4_0.7_0.9.txt
0.7,0.95,-0.014348137571123031,0.680145198796013,output_files/vectors/vectorsExp1-4_0.7_0.95.txt
0.8,0.05,-0.029419864495171123,0.39785384130261015,output_files/vectors/vectorsExp1-4_0.8_0.05.txt
0.8,0.1,-0.03021746445523747,0.38517980520433165,output_files/vectors/vectorsExp1-4_0.8_0.1.txt
0.8,0.2,-0.031220928818582117,0.3695890393908658,output_files/vectors/vectorsExp1-4_0.8_0.2.txt
0.8,0.3,-0.027127713025506456,0.43564763825650443,output_files/vectors/vectorsExp1-4_0.8_0.3.txt
0.8,0.4,-0.02423171299326269,0.4862308605012977,output_files/vectors/vectorsExp1-4_0.8_0.4.txt
0.8,0.5,-0.02505668916787606,0.4715066636769815,output_files/vectors/vectorsExp1-4_0.8_0.5.txt
0.8,0.6,-0.0236223711032565,0.497263762813475,output_files/vectors/vectorsExp1-4_0.8_0.6.txt
0.8,0.7,-0.017986866157249252,0.6052735883786955,output_files/vectors/vectorsExp1-4_0.8_0.7.txt
0.8,0.8,-0.019511773998850103,0.5750318855259738,output_files/vectors/vectorsExp1-4_0.8_0.8.txt
0.8,0.9,-0.01862095900644975,0.5926119519584611,output_files/vectors/vectorsExp1-4_0.8_0.9.txt
0.8,0.95,-0.013469143521622689,0.6987513955021953,output_files/vectors/vectorsExp1-4_0.8_0.95.txt
0.9,0.05,-0.030852232059725086,0.37527138102562996,output_files/vectors/vectorsExp1-4_0.9_0.05.txt
0.9,0.1,-0.026749641803092278,0.44207416949044087,output_files/vectors/vectorsExp1-4_0.9_0.1.txt
0.9,0.2,-0.02850941197198262,0.4126236986655092,output_files/vectors/vectorsExp1-4_0.9_0.2.txt
0.9,0.3,-0.032996478763715156,0.34297819388885414,output_files/vectors/vectorsExp1-4_0.9_0.3.txt
0.9,0.4,-0.028724714672613234,0.4091019680246263,output_files/vectors/vectorsExp1-4_0.9_0.4.txt
0.9,0.5,-0.028699386415887162,0.4095153361771631,output_files/vectors/vectorsExp1-4_0.9_0.5.txt
0.9,0.6,-0.02303367846313578,0.5080478931812968,output_files/vectors/vectorsExp1-4_0.9_0.6.txt
0.9,0.7,-0.024910816117063195,0.47409221498750875,output_files/vectors/vectorsExp1-4_0.9_0.7.txt
0.9,0.8,-0.018070778836488402,0.6035910778611168,output_files/vectors/vectorsExp1-4_0.9_0.8.txt
0.9,0.9,-0.019649195848323257,0.5723419590874355,output_files/vectors/vectorsExp1-4_0.9_0.9.txt
0.9,0.95,-0.019394982983678068,0.5773226592273495,output_files/vectors/vectorsExp1-4_0.9_0.95.txt
0.95,0.05,-0.028018536501490617,0.42071975499321096,output_files/vectors/vectorsExp1-4_0.95_0.05.txt
0.95,0.1,-0.02597470832360562,0.4554144974765127,output_files/vectors/vectorsExp1-4_0.95_0.1.txt
0.95,0.2,-0.03139394954447109,0.3669409534835334,output_files/vectors/vectorsExp1-4_0.95_0.2.txt
0.95,0.3,-0.02821735580571485,0.4174294502386576,output_files/vectors/vectorsExp1-4_0.95_0.3.txt
0.95,0.4,-0.03732791710747341,0.28333319390128964,output_files/vectors/vectorsExp1-4_0.95_0.4.txt
0.95,0.5,-0.036568339845789485,0.2932514853458907,output_files/vectors/vectorsExp1-4_0.95_0.5.txt
0.95,0.6,-0.042176808851726776,0.22538101472154667,output_files/vectors/vectorsExp1-4_0.95_0.6.txt
0.95,0.7,-0.029463809148879173,0.39714908724568987,output_files/vectors/vectorsExp1-4_0.95_0.7.txt
0.95,0.8,-0.03253379744939846,0.3497919518289398,output_files/vectors/vectorsExp1-4_0.95_0.8.txt
0.95,0.9,-0.024552118089380973,0.4804829657490079,output_files/vectors/vectorsExp1-4_0.95_0.9.txt
0.95,0.95,-0.0229356837589973,0.5098548535076874,output_files/vectors/vectorsExp1-4_0.95_0.95.txt
