EXPERIMENT: SVRfullPL1000 (nodeList: input/real_input/dblp_yoj_2000_nodelist.txt, edgelist: input/real_input/dblp_yoj_2000_edgelist.txt)
alpha1,alpha2,mean,std,vectorFile
0.5,0.4,-34.490371110762496,2.3612924601841043,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.5_0.4_.txt
0.1,0.7,-34.47479122811895,2.328975967721129,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.1_0.7_.txt
0.5,0.5,-34.310582604558405,2.3530654733029674,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.5_0.5_.txt
0.95,0.6,-34.94408399395523,2.3554717230444537,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.95_0.6_.txt
0.8,0.95,-34.24283889633433,2.4869437761751305,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.8_0.95_.txt
0.6,0.9,-34.11494904408415,2.3543801127675805,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.6_0.9_.txt
0.1,0.2,-35.0821334300145,2.3345832517983447,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.1_0.2_.txt
0.9,0.8,-34.66221626308587,2.442257008075922,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.9_0.8_.txt
0.5,0.8,-33.97519920571918,2.305880886607996,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.5_0.8_.txt
0.8,0.8,-34.47425534576111,2.423122575296662,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.8_0.8_.txt
0.95,0.5,-35.02449221626246,2.3234853777859046,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.95_0.5_.txt
0.7,0.3,-34.88432168238378,2.331741642445257,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.7_0.3_.txt
0.95,0.4,-35.009793031541975,2.3261676343262447,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.95_0.4_.txt
0.9,0.6,-34.8553739970479,2.3896835329570574,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.9_0.6_.txt
0.8,0.2,-34.87729580212398,2.3580775800548492,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.8_0.2_.txt
0.3,0.8,-33.58993510035887,2.3968047351764326,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.3_0.8_.txt
0.6,0.95,-34.11339561542361,2.3407693634556326,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.6_0.95_.txt
0.9,0.7,-34.78939699730622,2.3855388907119783,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.9_0.7_.txt
0.7,0.95,-34.22462208495688,2.4057731454488085,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.7_0.95_.txt
0.5,0.6,-34.14325366641029,2.3276406138674535,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.5_0.6_.txt
0.4,0.5,-33.954033151952366,2.3678304447606506,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.4_0.5_.txt
0.1,0.9,-34.29752663062806,2.3144596850690244,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.1_0.9_.txt
0.4,0.1,-34.57571849033413,2.400501977223883,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.4_0.1_.txt
0.6,0.6,-34.33705764386622,2.3411211501339535,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.6_0.6_.txt
0.8,0.9,-34.32402183168441,2.4264326535354024,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.8_0.9_.txt
0.4,0.7,-33.747384449604446,2.3255247255602476,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.4_0.7_.txt
0.95,0.8,-34.78355480311809,2.408246154425283,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.95_0.8_.txt
0.2,0.4,-34.59855406062688,2.360475991670452,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.2_0.4_.txt
0.7,0.5,-34.58116764344004,2.38458731774911,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.7_0.5_.txt
0.6,0.3,-34.79620225022363,2.3741931340384954,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.6_0.3_.txt
0.7,0.9,-34.21382537421389,2.40938214359465,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.7_0.9_.txt
0.4,0.2,-34.37926637234123,2.459788841939546,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.4_0.2_.txt
0.3,0.9,-33.58234870740279,2.38298511119466,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.3_0.9_.txt
0.8,0.7,-34.52036328998982,2.43467926569923,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.8_0.7_.txt
0.5,0.2,-34.77636665892891,2.410442513097912,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.5_0.2_.txt
0.8,0.6,-34.64653880503994,2.410794061832227,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.8_0.6_.txt
0.95,0.2,-34.99403287366481,2.3151698044161333,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.95_0.2_.txt
0.1,0.8,-34.36620877915307,2.323189885426502,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.1_0.8_.txt
0.1,0.3,-34.99409201824412,2.334903766530463,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.1_0.3_.txt
0.1,0.6,-34.59514344610396,2.3315644606532606,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.1_0.6_.txt
0.3,0.3,-34.36185012163763,2.4016270492153446,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.3_0.3_.txt
0.1,0.4,-34.873637787836735,2.3394615836379917,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.1_0.4_.txt
0.2,0.95,-33.87057590997062,2.3949136944127702,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.2_0.95_.txt
0.1,0.5,-34.73220900101111,2.338135956697101,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.1_0.5_.txt
0.6,0.7,-34.23855305533378,2.3336536195615207,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.6_0.7_.txt
0.3,0.4,-34.09742301324944,2.4268325362395418,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.3_0.4_.txt
0.8,0.4,-34.89324005617575,2.346203469992916,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.8_0.4_.txt
0.2,0.9,-33.90818892892648,2.3919854513433263,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.2_0.9_.txt
0.7,0.4,-34.77226282203276,2.3476117356950295,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.7_0.4_.txt
0.4,0.8,-33.72522107569672,2.3174603171176953,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.4_0.8_.txt
0.4,0.3,-34.25646336038448,2.4296884161527514,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.4_0.3_.txt
0.4,0.95,-33.76163429092217,2.3067800480843226,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.4_0.95_.txt
0.2,0.7,-34.09676607610839,2.3839107394864243,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.2_0.7_.txt
0.7,0.1,-34.87208448307803,2.3571814671996894,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.7_0.1_.txt
0.2,0.5,-34.4036556419165,2.3700260585836723,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.2_0.5_.txt
0.4,0.4,-34.13164076705389,2.4070469208997674,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.4_0.4_.txt
0.3,0.2,-34.60608736601175,2.3772433295240205,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.3_0.2_.txt
0.6,0.8,-34.1647789294337,2.3418680352063816,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.6_0.8_.txt
0.6,0.1,-34.95347550452833,2.355618055664842,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.6_0.1_.txt
0.9,0.95,-34.482496070658996,2.458234942764701,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.9_0.95_.txt
0.4,0.9,-33.73536457568601,2.3060974332485427,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.4_0.9_.txt
0.3,0.95,-33.596678575663866,2.3768405722864303,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.3_0.95_.txt
0.95,0.95,-34.69139847570023,2.4555159356850704,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.95_0.95_.txt
0.8,0.5,-34.812521734597965,2.354572547007108,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.8_0.5_.txt
0.1,0.95,-34.273029712918934,2.31068705246144,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.1_0.95_.txt
0.6,0.2,-34.889987604187105,2.353039224591246,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.6_0.2_.txt
0.7,0.6,-34.45900898826049,2.386035029054775,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.7_0.6_.txt
0.9,0.4,-34.96438473747417,2.3767097847366396,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.9_0.4_.txt
0.8,0.3,-34.930607998836045,2.3419476384151787,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.8_0.3_.txt
0.2,0.3,-34.7863712024431,2.3540807886923605,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.2_0.3_.txt
0.2,0.8,-33.973936303968586,2.3891572461246766,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.2_0.8_.txt
0.5,0.9,-33.93807622074313,2.3162533689830234,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.5_0.9_.txt
0.3,0.5,-33.888240337546605,2.430820489174929,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.3_0.5_.txt
0.95,0.7,-34.85233343159738,2.4159755093977022,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.95_0.7_.txt
0.95,0.9,-34.66335861421201,2.479706503266678,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.95_0.9_.txt
0.3,0.7,-33.629399609306056,2.41206441086835,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.3_0.7_.txt
0.9,0.3,-34.942705819247735,2.377055699415316,output_files/SVRfullPL1000_v0/vectors/vectorsSVRfullPL1000_0.9_0.3_.txt
